[00:00:11] [Server thread/WARN]: A11y_UwU moved wrongly!
[00:04:33] [Server thread/WARN]: A11y_UwU moved too quickly! -3.699397040389231,8.867098785230667,15.431827979388544
[00:05:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Air'/131118, l='ServerLevel[world]', x=-462.17, y=76.00, z=287.75]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143923, l='ServerLevel[world]', x=-107.50, y=118.46, z=-265.67]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143923, l='ServerLevel[world]', x=-107.50, y=118.46, z=-265.67]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143925, l='ServerLevel[world]', x=-108.60, y=117.53, z=-267.30]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143925, l='ServerLevel[world]', x=-108.60, y=117.53, z=-267.30]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143926, l='ServerLevel[world]', x=-108.43, y=117.71, z=-271.49]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143926, l='ServerLevel[world]', x=-108.43, y=117.71, z=-271.49]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143936, l='ServerLevel[world]', x=-107.54, y=119.46, z=-277.30]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143936, l='ServerLevel[world]', x=-107.54, y=119.46, z=-277.30]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143939, l='ServerLevel[world]', x=-107.70, y=114.47, z=-284.30]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143939, l='ServerLevel[world]', x=-107.70, y=114.47, z=-284.30]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143944, l='ServerLevel[world]', x=-107.61, y=115.52, z=-290.41]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143944, l='ServerLevel[world]', x=-107.61, y=115.52, z=-290.41]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143947, l='ServerLevel[world]', x=-107.74, y=116.31, z=-288.45]
[00:38:03] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/143947, l='ServerLevel[world]', x=-107.74, y=116.31, z=-288.45]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144004, l='ServerLevel[world]', x=-109.42, y=117.57, z=-266.59]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144004, l='ServerLevel[world]', x=-109.42, y=117.57, z=-266.59]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144006, l='ServerLevel[world]', x=-106.59, y=112.51, z=-266.40]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144006, l='ServerLevel[world]', x=-106.59, y=112.51, z=-266.40]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144016, l='ServerLevel[world]', x=-109.28, y=116.46, z=-278.69]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144016, l='ServerLevel[world]', x=-109.28, y=116.46, z=-278.69]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144017, l='ServerLevel[world]', x=-108.64, y=114.40, z=-278.25]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144017, l='ServerLevel[world]', x=-108.64, y=114.40, z=-278.25]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144020, l='ServerLevel[world]', x=-108.35, y=121.50, z=-284.73]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144020, l='ServerLevel[world]', x=-108.35, y=121.50, z=-284.73]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144025, l='ServerLevel[world]', x=-107.32, y=121.34, z=-292.61]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144025, l='ServerLevel[world]', x=-107.32, y=121.34, z=-292.61]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144027, l='ServerLevel[world]', x=-109.42, y=119.73, z=-291.61]
[00:38:09] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144027, l='ServerLevel[world]', x=-109.42, y=119.73, z=-291.61]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144065, l='ServerLevel[world]', x=-109.32, y=116.58, z=-272.25]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144065, l='ServerLevel[world]', x=-109.32, y=116.58, z=-272.25]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144067, l='ServerLevel[world]', x=-109.56, y=119.50, z=-267.72]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144067, l='ServerLevel[world]', x=-109.56, y=119.50, z=-267.72]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144068, l='ServerLevel[world]', x=-110.30, y=117.59, z=-267.48]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144068, l='ServerLevel[world]', x=-110.30, y=117.59, z=-267.48]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144077, l='ServerLevel[world]', x=-110.72, y=117.55, z=-278.74]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144077, l='ServerLevel[world]', x=-110.72, y=117.55, z=-278.74]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144086, l='ServerLevel[world]', x=-109.63, y=116.48, z=-283.69]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144086, l='ServerLevel[world]', x=-109.63, y=116.48, z=-283.69]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144090, l='ServerLevel[world]', x=-109.27, y=116.51, z=-290.60]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144090, l='ServerLevel[world]', x=-109.27, y=116.51, z=-290.60]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144091, l='ServerLevel[world]', x=-110.29, y=119.61, z=-291.47]
[00:38:15] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144091, l='ServerLevel[world]', x=-110.29, y=119.61, z=-291.47]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144533, l='ServerLevel[world]', x=-110.68, y=119.35, z=-266.50]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144533, l='ServerLevel[world]', x=-110.68, y=119.35, z=-266.50]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144535, l='ServerLevel[world]', x=-110.51, y=120.52, z=-267.25]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144535, l='ServerLevel[world]', x=-110.51, y=120.52, z=-267.25]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144542, l='ServerLevel[world]', x=-110.33, y=120.56, z=-280.65]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144542, l='ServerLevel[world]', x=-110.33, y=120.56, z=-280.65]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Slime Block'/144543, l='ServerLevel[world]', x=-109.47, y=114.27, z=-277.62]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Slime Block'/144543, l='ServerLevel[world]', x=-109.47, y=114.27, z=-277.62]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144546, l='ServerLevel[world]', x=-110.65, y=118.53, z=-278.28]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144546, l='ServerLevel[world]', x=-110.65, y=118.53, z=-278.28]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144552, l='ServerLevel[world]', x=-110.68, y=120.66, z=-286.72]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144552, l='ServerLevel[world]', x=-110.68, y=120.66, z=-286.72]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144553, l='ServerLevel[world]', x=-111.41, y=116.45, z=-290.70]
[00:39:28] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144553, l='ServerLevel[world]', x=-111.41, y=116.45, z=-290.70]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144644, l='ServerLevel[world]', x=-110.52, y=113.63, z=-265.56]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144644, l='ServerLevel[world]', x=-110.52, y=113.63, z=-265.56]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144648, l='ServerLevel[world]', x=-106.66, y=111.64, z=-266.44]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144648, l='ServerLevel[world]', x=-106.66, y=111.64, z=-266.44]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144658, l='ServerLevel[world]', x=-108.37, y=112.39, z=-279.44]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144658, l='ServerLevel[world]', x=-108.37, y=112.39, z=-279.44]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144659, l='ServerLevel[world]', x=-111.49, y=118.31, z=-277.27]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144659, l='ServerLevel[world]', x=-111.49, y=118.31, z=-277.27]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144669, l='ServerLevel[world]', x=-112.29, y=118.30, z=-289.34]
[00:39:43] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144669, l='ServerLevel[world]', x=-112.29, y=118.30, z=-289.34]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144732, l='ServerLevel[world]', x=-112.71, y=121.37, z=-266.62]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144732, l='ServerLevel[world]', x=-112.71, y=121.37, z=-266.62]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144735, l='ServerLevel[world]', x=-112.47, y=120.39, z=-267.41]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144735, l='ServerLevel[world]', x=-112.47, y=120.39, z=-267.41]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144747, l='ServerLevel[world]', x=-112.68, y=114.63, z=-279.31]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144747, l='ServerLevel[world]', x=-112.68, y=114.63, z=-279.31]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144749, l='ServerLevel[world]', x=-112.41, y=113.43, z=-284.62]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144749, l='ServerLevel[world]', x=-112.41, y=113.43, z=-284.62]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144750, l='ServerLevel[world]', x=-112.60, y=116.64, z=-285.63]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144750, l='ServerLevel[world]', x=-112.60, y=116.64, z=-285.63]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144751, l='ServerLevel[world]', x=-110.28, y=122.73, z=-283.53]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144751, l='ServerLevel[world]', x=-110.28, y=122.73, z=-283.53]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144757, l='ServerLevel[world]', x=-112.38, y=114.67, z=-290.53]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144757, l='ServerLevel[world]', x=-112.38, y=114.67, z=-290.53]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144758, l='ServerLevel[world]', x=-112.61, y=121.61, z=-290.53]
[00:39:49] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144758, l='ServerLevel[world]', x=-112.61, y=121.61, z=-290.53]
[00:39:55] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144798, l='ServerLevel[world]', x=-113.67, y=114.30, z=-271.55]
[00:39:55] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144798, l='ServerLevel[world]', x=-113.67, y=114.30, z=-271.55]
[00:39:55] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144806, l='ServerLevel[world]', x=-113.61, y=116.70, z=-277.55]
[00:39:55] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144806, l='ServerLevel[world]', x=-113.61, y=116.70, z=-277.55]
[00:39:55] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144815, l='ServerLevel[world]', x=-113.37, y=118.68, z=-282.29]
[00:39:55] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144815, l='ServerLevel[world]', x=-113.37, y=118.68, z=-282.29]
[00:39:55] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144818, l='ServerLevel[world]', x=-113.36, y=116.56, z=-291.58]
[00:39:55] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144818, l='ServerLevel[world]', x=-113.36, y=116.56, z=-291.58]
[00:40:01] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144865, l='ServerLevel[world]', x=-114.32, y=116.26, z=-272.70]
[00:40:01] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144865, l='ServerLevel[world]', x=-114.32, y=116.26, z=-272.70]
[00:40:01] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144867, l='ServerLevel[world]', x=-114.39, y=114.68, z=-266.55]
[00:40:01] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144867, l='ServerLevel[world]', x=-114.39, y=114.68, z=-266.55]
[00:40:01] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144885, l='ServerLevel[world]', x=-114.30, y=119.32, z=-285.26]
[00:40:01] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144885, l='ServerLevel[world]', x=-114.30, y=119.32, z=-285.26]
[00:40:01] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144886, l='ServerLevel[world]', x=-110.66, y=123.48, z=-284.40]
[00:40:01] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144886, l='ServerLevel[world]', x=-110.66, y=123.48, z=-284.40]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144920, l='ServerLevel[world]', x=-115.42, y=118.34, z=-264.64]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144920, l='ServerLevel[world]', x=-115.42, y=118.34, z=-264.64]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144921, l='ServerLevel[world]', x=-115.64, y=113.50, z=-272.64]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144921, l='ServerLevel[world]', x=-115.64, y=113.50, z=-272.64]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144922, l='ServerLevel[world]', x=-115.45, y=116.63, z=-265.58]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144922, l='ServerLevel[world]', x=-115.45, y=116.63, z=-265.58]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144934, l='ServerLevel[world]', x=-115.74, y=120.69, z=-277.67]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144934, l='ServerLevel[world]', x=-115.74, y=120.69, z=-277.67]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144936, l='ServerLevel[world]', x=-116.72, y=118.36, z=-278.59]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144936, l='ServerLevel[world]', x=-116.72, y=118.36, z=-278.59]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144937, l='ServerLevel[world]', x=-115.56, y=120.58, z=-280.64]
[00:40:07] [Server thread/WARN]: Fetching packet for removed entity class_1542['Netherrack'/144937, l='ServerLevel[world]', x=-115.56, y=120.58, z=-280.64]
